gene,alt_name,gene_group,source,notes,y_offset
RAD18,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RAG1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RAPSN,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RBBP6,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RBCK1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RBX1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RC3H1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RC3H2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RCHY1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RFFL,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RFPL1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RFPL2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RFPL3,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RFPL4A,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RFPL4AL1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RFPL4B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
COP1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RFWD3,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RING1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RLF,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RLIM,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RMND5A,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RMND5B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF10,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF103,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF11,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF111,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF112,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF113A,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF113B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF114,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF115,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF121,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF122,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF123,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF125,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF126,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF128,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF13,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF130,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF133,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF135,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF138,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF139,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF14,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF141,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF144A,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF144B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF145,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF146,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF148,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF149,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF150,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF151,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF152,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF157,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ARK2C,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF166,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF167,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF168,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF169,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF17,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF170,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF175,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF180,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF181,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF182,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF183,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF185,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF186,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF187,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF19A,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF19B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF20,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF207,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF208,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF212,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF212B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF213,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF214,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF215,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF216,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF217,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
OBI1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF220,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF222,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF223,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF224,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF225,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF24,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF25,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF26,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF31,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF32,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF34,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF38,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF39,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF4,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF40,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF41,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF43,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF44,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF5,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF6,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF7,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNF8,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNFT1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RNFT2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
RSPRY1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SCAF11,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SH3RF1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SH3RF2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SH3RF3,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SHPRH,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SIAH1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SIAH2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SIAH3,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SMURF1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SMURF2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
STUB1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
SYVN1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TMEM129,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TOPORS,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRAF2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TANK,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRAF3,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRAF4,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRAF5,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRAF6,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRAF7,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRAIP,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM10,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM11,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM13,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM15,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM17,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM21,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM22,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM23,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM24,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM25,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM26,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM27,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM28,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM3,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM31,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM32,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM33,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM34,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM35,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM36,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM37,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM38,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM39,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM4,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM40,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM41,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM42,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM43,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
